id,idx,tweet,category,subcategory,target_num
102330486,5171,$IONS Catalysts on horizon - Mktg prtnr for Inotersen;  Huntington data early 2018; SOD (ALS) data in 1H 2018;  VLN approv in CA 1/2 qtr,Temporal,date,2
101688432,1476,"@jayrome1 Same history as Feb.2016: deal didn&#39;t include $MAT mgmnt, so they said &quot;No.&quot;. World class $HAS doesn&#39;t need clueless MAT C-suite",Temporal,date,.2016
102663821,7478,"$TEUM Well, you set your stops way too tight. Need to allow valuation swings. Right then...2 things: GBTC $1345.00 and BTSC (otc) soaring",Quantity,Quantity,.2
102663821,7478,"$TEUM Well, you set your stops way too tight. Need to allow valuation swings. Right then...2 things: GBTC $1345.00 and BTSC (otc) soaring",Monetary,quote,1345.00
102548487,603,"$FL $GPS $BBY $VFC $TGT  10 stores will have the best Cyber Monday deals in 2017
https://www.cbsnews.com/news/these-10-stores-will-have-the-best-cyber-monday-deals-in-2017/",Quantity,Quantity,10
102548487,603,"$FL $GPS $BBY $VFC $TGT  10 stores will have the best Cyber Monday deals in 2017
https://www.cbsnews.com/news/these-10-stores-will-have-the-best-cyber-monday-deals-in-2017/",Temporal,date,2017
101099627,1537,"$LC Catherine Wood, CEO of ARK funds $ARKK - very bullish on LC during her weekly email commentary.  Now 2% of this fund and holding #19.",Percentage,absolute,2
102418932,5902,"$BZUN 25% short interest, no reason to panic and jump ship, this ship is going to 36 by eom",Percentage,absolute,25
102348795,2279,$DRRX will dominate in anti-inflation with DUR928 and $ARWR will own the RNAi space. Both have potential for 2-3 billion market cap,Monetary,money,2
102348795,2279,$DRRX will dominate in anti-inflation with DUR928 and $ARWR will own the RNAi space. Both have potential for 2-3 billion market cap,Monetary,money,3
100900978,1415,$GBT - Global Blood Therapeutics&#39;s buy rating reiterated at CowenCo. $83.00 PT. (http://ift.tt/2yLINVg) ift.tt/2yLINVg $GBT #GBT,Monetary,forecast,83.00
102499645,3796,"$AMZN no way in hell David Einhorn is still short this, or is he?? This appears to be a blow off top, up 23% in one month is abnormal $SPY",Percentage,relative,23
98470683,5598,"$TRXC Got 30,000 shares. Will hold until October 22 will see if it gets to $4.00+ again.",Quantity,Quantity,"30,000"
98470683,5598,"$TRXC Got 30,000 shares. Will hold until October 22 will see if it gets to $4.00+ again.",Temporal,date,22
96564340,9378,$BBRY 6 new partners in India echnuter.com/channel-news/blackberry-expands-its-channel-ecosystem-with-six-new-partners-in-india.html,Quantity,Quantity,6
99862581,4488,$AQUA With only 27mm shares let&#39;s buy all of them up! $UAA $AMD $AMZN $RIG $GBTC $FSLR SLR,Quantity,Quantity,27
100365409,8077,$PTX There will be no big or even modest movement in sales in 3Q ER. Only hope is sell off assets.,Temporal,date,3
105318599,8243,$AVEO stay long bulls I&#39;m hold 23500 shares and expect this baby to go up up and away in near future..Don&#39;t let traders spook you!! Patience,Quantity,Quantity,23500
87362200,909,Ones to watch (6/28): $SPEX $MBRX $SPNC $MGTI $ITUS $TROV $MACK $MOSY $ESPR $RAD $UMC $CY $ZN $NTNX $IMGN $NAK $SPWR $IDTI $JUNO,Temporal,date,6
87362200,909,Ones to watch (6/28): $SPEX $MBRX $SPNC $MGTI $ITUS $TROV $MACK $MOSY $ESPR $RAD $UMC $CY $ZN $NTNX $IMGN $NAK $SPWR $IDTI $JUNO,Temporal,date,28
100600997,6036,"$LC reported -.09, -.04, -.02, -,02 and -.01 just reported .03 up 175% @MarketSmith. And the market wants to punish this 17%? Seriously?",Percentage,relative,175
103785360,4003,$SPY If we get a correction then companies like $M who have had a 10+ point move since Nov. For seasonality purposes will be first to drop.,Monetary,change,10
103578282,7077,$INPX woow! did you guys saw the change in accumulation. It went 3 points and 1/3 with the current volume. How is it possible? Any news?,Monetary,change,3
104983864,212,$AET $CVS  truly a step into how health care will be delivered in the future. Something like 70% of US Population within 3 miles of a CVS,Percentage,absolute,70
102738542,9013,$DCIX  Got in the 8.40s to hold overnight. Great call by @Elmo_ and @UnitedTraders,Monetary,buy price,8.40
104461861,3602,$UNG $UGAZ  Nation Wide Cooler Weather report next 10 days. Natural gass price will go up  https://weather.com/maps/tendayforecast,Temporal,date,10
99764092,4300,$JD might get it a bit cheaper but a play of $JD against 50 week sma for a swing trade is decent r/r imo. Decent quality China name,Indicator,Indicator,50
103346600,9274,$HEB Alerted this earlier this week. Here is why I like it. Out of long term downtrend. 0.35 pivot,Monetary,quote,0.35
100812093,7969,$IDRA Presents Positive Translational &amp; Clinical Data Update from Ongoing IMO-2125 Development Program @ SITC,Product Number,Product Number,2125
102553632,3334,$BTC.X $BTCUSD THIS IS THE LARGEST SHORT LIQUIDATION I HAVE EVER SEEN 9 MILLION... WOW!,Monetary,money,9
99561571,7512,$ARGS just going to hold 5k shares for a year or so and see what happens. Playing with house money so f-it,Quantity,Quantity,5
104060705,9836,$AVGO Let&#39;s stop this profit taking. Should be up 5 percent today. It has pushed the semis Cmon,Percentage,relative,5
100368849,394,"$PYPL closed today at $74.74, and $EBAY closed at $37.37, exactly 50% less. What a run since the divestiture for PayPal holders!",Monetary,quote,74.74
100368849,394,"$PYPL closed today at $74.74, and $EBAY closed at $37.37, exactly 50% less. What a run since the divestiture for PayPal holders!",Monetary,quote,37.37
100368849,394,"$PYPL closed today at $74.74, and $EBAY closed at $37.37, exactly 50% less. What a run since the divestiture for PayPal holders!",Percentage,absolute,50
101924896,7007,$EXAS  #NewYearHighMonthly My investment growing on daily: From $18 up to $63.60 this month ... 253% profits!!!,Monetary,quote,63.60
104004826,9564,$ENPH On watch. Have had an ENPH system on roof for 5+ years. Not one issue. Great monthly reports.,Temporal,date,5
103166055,7914,"@VolumeBot can this short interest really b this high in $OIH? If so, break&gt;$26 could give shorts a lot of pain",Monetary,support or resistance,26
102584097,6858,@2___0___1___7___ if so I&#39;m buying more $ETH.X  My wife wants to get in,Temporal,date,2
102584097,6858,@2___0___1___7___ if so I&#39;m buying more $ETH.X  My wife wants to get in,Temporal,date,0
102584097,6858,@2___0___1___7___ if so I&#39;m buying more $ETH.X  My wife wants to get in,Temporal,date,1
102584097,6858,@2___0___1___7___ if so I&#39;m buying more $ETH.X  My wife wants to get in,Temporal,date,7
102102644,3980,Box is now a 3 Billion Company. Go $BOX !  Thanks to some amazing Partnerships!  $IBM $MSFT $GOOG $GOOGL $AAPL $AMZN $FB,Monetary,money,3
101305390,4903,$OGI.CA STO BUY MACD cross on the 5m. Looking good for tomorrow. $weed.ca,Indicator,Indicator,5
63542427,1931,"$SEDG solar stocks on the move $RSGE $ASTI up 81% in 2 days. 

Clay trader video chart: https://claytrader.com/stock_chart/ASTI/?utm_source=social&amp;utm_medium=ihub&amp;utm_campaign=chart",Percentage,relative,81
63542427,1931,"$SEDG solar stocks on the move $RSGE $ASTI up 81% in 2 days. 

Clay trader video chart: https://claytrader.com/stock_chart/ASTI/?utm_source=social&amp;utm_medium=ihub&amp;utm_campaign=chart",Temporal,date,2
102031966,3955,$LTC.X vs $ETH.X ? I&#39;ve got 5k burning a  hole in my pocket from Vegas weekend winnings,Monetary,money,5
105214232,750,"$AMD $NVDA announces investor day in Jan, CES 2018 starts Jan 9th. New AMD Prdts. Shorts are done here 8 trading days left for the year.",Temporal,date,2018
105214232,750,"$AMD $NVDA announces investor day in Jan, CES 2018 starts Jan 9th. New AMD Prdts. Shorts are done here 8 trading days left for the year.",Temporal,date,9
105214232,750,"$AMD $NVDA announces investor day in Jan, CES 2018 starts Jan 9th. New AMD Prdts. Shorts are done here 8 trading days left for the year.",Temporal,date,8
101098356,1364,"Nov 10th Portfolio Summary - Semiconductors

Up: $AMAT $FORM $LRCX $MU $NVDA $ON

Down: $INTC $MKSI $TXN

Daily P/L: +2.06%",Temporal,date,10
101098356,1364,"Nov 10th Portfolio Summary - Semiconductors

Up: $AMAT $FORM $LRCX $MU $NVDA $ON

Down: $INTC $MKSI $TXN

Daily P/L: +2.06%",Percentage,relative,2.06
100825031,2294,$EXAS the bounce at  $58.99 was impressive. Love it. Back to and above $63 before end of year. $TTOO just a few more weeks till FDA $LABU,Monetary,support or resistance,58.99
102029234,644,$GBTC so let&#39;s assume given 8050 and if GBTC goes 970 that&#39;s 30% or 1000 35% asking premium. $BTC.X,Monetary,quote,970
102029234,644,$GBTC so let&#39;s assume given 8050 and if GBTC goes 970 that&#39;s 30% or 1000 35% asking premium. $BTC.X,Percentage,relative,30
102029234,644,$GBTC so let&#39;s assume given 8050 and if GBTC goes 970 that&#39;s 30% or 1000 35% asking premium. $BTC.X,Percentage,relative,35
103094254,2841,"$BIOA $IMUC about time these 2 are going to see green (maybe, probably not lol)",Quantity,Quantity,2
104737365,2249,$TOPS I ain&#39;t going nowhere I learned my lesson with $DWP today if I would have stuck it out just 2 more days I would have made $13K today,Temporal,date,2
104737365,2249,$TOPS I ain&#39;t going nowhere I learned my lesson with $DWP today if I would have stuck it out just 2 more days I would have made $13K today,Monetary,money,13
103315468,9660,"$GOGO will be nice if all airlines part of star alliance will give same experience of wifi and ife, very smart move. 28 airlines total",Quantity,Quantity,28
102864648,6980,$AKAO Added more@11.59. I&#39;m glad now I&#39;m down by only 5% lol,Percentage,relative,5
101783278,7901,$EGLT Still up by 37%. Have patience. Shorts will be forced to cover.  Doubtful anyone shorting will hold overnight !!,Percentage,relative,37
102672251,5964,$GLYC at $13.87 - Buy Stock Market Alert sent to members at 10:29 AM ET #stocks,Monetary,quote,13.87
102672251,5964,$GLYC at $13.87 - Buy Stock Market Alert sent to members at 10:29 AM ET #stocks,Temporal,time,10
102672251,5964,$GLYC at $13.87 - Buy Stock Market Alert sent to members at 10:29 AM ET #stocks,Temporal,time,29
101663505,1511,11/15/17 - View today&#39;s Market Outlook here: https://www.youtube.com/watch?v=aL3Soz0RIoA $STUDY $MACRO $SPY $IWM $GLD $TLT $USO $UUP $EEM $XLU $XLF $XLE $XOM,Temporal,date,11
101663505,1511,11/15/17 - View today&#39;s Market Outlook here: https://www.youtube.com/watch?v=aL3Soz0RIoA $STUDY $MACRO $SPY $IWM $GLD $TLT $USO $UUP $EEM $XLU $XLF $XLE $XOM,Temporal,date,15
101663505,1511,11/15/17 - View today&#39;s Market Outlook here: https://www.youtube.com/watch?v=aL3Soz0RIoA $STUDY $MACRO $SPY $IWM $GLD $TLT $USO $UUP $EEM $XLU $XLF $XLE $XOM,Temporal,date,17
104050019,3828,$BB Ford to test new self-driving vehicle technology in 2018 https://t.co/LmN46cWYna $BB.CA $F,Temporal,date,2018
103068689,2515,$JNPR $NOK Juniper shares soar more than 21% after  Nokia is in talks to buy the company. https://t.co/6bSsbO5AJl https://t.co/EdAfp8Ig7m,Percentage,relative,21
101273858,5742,$JUNO bought my JUNO in 20 and 30s. Will load more if this go back to 40s.,Monetary,buy price,20
101273858,5742,$JUNO bought my JUNO in 20 and 30s. Will load more if this go back to 40s.,Monetary,buy price,30
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,2.00
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,2.03
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,3.02
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,3.03
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,3.14
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,3.50
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,3.59
100595647,1617,"AMC PENNY GAINERS (TUES)

$GSL $2.00 $MUX $2.03 $PTX $3.02 $TLGT $3.03 $APRN 3.14 $AGTC $3.50 $WPRT $3.59 $TCS $4.65

#luckylou #penny",Monetary,quote,4.65
103756282,2858,$AVEO Called $ADMP PM today... ran 20%... doubling down and calling AVEO for big run this week... all the pieces are in place,Percentage,relative,20
102367745,8423,$SWCH the 2 first names guy is gonna have a great thanksgiving. He thanks us giving him our $$$,Quantity,Quantity,2
81363318,5368,"$PXLW touched $4.75 again, I&#39;m thinking about changing my $5 Limit Sell to a $4.70 Stop Loss - seems like the best play to capitalize",Monetary,quote,4.75
81363318,5368,"$PXLW touched $4.75 again, I&#39;m thinking about changing my $5 Limit Sell to a $4.70 Stop Loss - seems like the best play to capitalize",Monetary,stop loss,4.70
45950274,7735,@IlluminatiInvestments @corstrat who owns and controls Nanjing Shangtong?  Where did $60m listed $KNDI paid to them go?,Monetary,money,60
100309359,8343,"$LODE well, I am up to 225,000 shares now and will continue buying. Sure wish I had that tax return right now. Prime time!",Quantity,Quantity,"225,000"
100968279,7923,"$INFI the scariest part of tomorrow is that there is literally 100% bullish posts on here and i very, very long",Percentage,absolute,100
104060417,4063,"$SAGE is all that rage $NZR strong like bull, R we at $SNCR chart bottom $DDD as well SAGE is head topic so goes BEAR. Other 3 turned BULL!!",Quantity,Quantity,3
100464381,6594,$TRXC JUST GRABBED 10k more thats and even 100k NOW IM SO EXCITED  GONNA NAME MY NEW YATCH THE POPE OF TRXC!!,Monetary,money,10
100464381,6594,$TRXC JUST GRABBED 10k more thats and even 100k NOW IM SO EXCITED  GONNA NAME MY NEW YATCH THE POPE OF TRXC!!,Monetary,money,100
101947066,1599,"$DCIX, $TOPS, $HMNY, $LBIX, $MICT, $CBIO, $VIPS, $XGTI, $IPDN, $EKSO, $GLF, $EBIO, $EGLT, $WIN, $FL another hot Friday :D 24 wins 0 losses",Quantity,Quantity,24
101947066,1599,"$DCIX, $TOPS, $HMNY, $LBIX, $MICT, $CBIO, $VIPS, $XGTI, $IPDN, $EKSO, $GLF, $EBIO, $EGLT, $WIN, $FL another hot Friday :D 24 wins 0 losses",Quantity,Quantity,0
103051940,5625,"$SCMP back to $13 by Friday, and headed to +$15 where it&#39;s still undervalued...",Monetary,quote,13
96229462,6142,I am bullish on $CATB with a target price of $2.58 in 1 mo. on Vetr! http://bit.ly/2xEXqGb,Monetary,forecast,2.58
103199314,3754,"Oh boy that bounce runs out of steam at the 5 min upper BB $GDX, $GDXJ, bulls needs to step up here, $GLD, $NUGT",Temporal,time,5
103309484,6177,"$TXMD 001 NDA coming in the next few days. 004 approval, less than 2 months away. Many catalysts coming.",Temporal,date,2
100404085,5095,$BZUN - I went on record on 6th Oct with this 1... chart says she&#39;s about to pop... let&#39;s hope I called it correctly,Temporal,date,6
100404085,5095,$BZUN - I went on record on 6th Oct with this 1... chart says she&#39;s about to pop... let&#39;s hope I called it correctly,Quantity,Quantity,1.
103091141,610,"$NG_F $UGAZ $DGAZ Sold 1/2 $UGAZ 2day, holding balance till my trigger line (EMA12 on 2 hr chart) fails",Indicator,Indicator,12
98821002,3615,$HMNY $ocul a safer play and up 10% too. Let&#39;s see who closes with bigger gain game!,Percentage,relative,10
104548948,1155,$ICHR $UCTT BIGGGGG day coming tomorrow look at the ah volume on both. 2 huge trades.  10% tomorrow?? I can dream,Quantity,Quantity,2
104548948,1155,$ICHR $UCTT BIGGGGG day coming tomorrow look at the ah volume on both. 2 huge trades.  10% tomorrow?? I can dream,Percentage,relative,10
103046468,862,"$MU $LRCX Eh, The $QQQ is down a little until 2%. If these were down 2% or 4% I&#39;d be in the &quot;pullback&quot; school. This drop is just stupid.",Percentage,relative,2
103046468,862,"$MU $LRCX Eh, The $QQQ is down a little until 2%. If these were down 2% or 4% I&#39;d be in the &quot;pullback&quot; school. This drop is just stupid.",Percentage,relative,2
103046468,862,"$MU $LRCX Eh, The $QQQ is down a little until 2%. If these were down 2% or 4% I&#39;d be in the &quot;pullback&quot; school. This drop is just stupid.",Percentage,relative,4
102548893,3004,$ETH.X #eth #ethereum up 300%? Time to mine $LTC.X #ltc ... when people just start out and tell you to buy but...,Percentage,relative,300
100922513,6788,"$MBOT $198 1y target estimate looks amazing. if we get 10% of this by tomorrow morning, it will be AMAZING lol",Temporal,date,1
98550915,6488,"$SYN been consolidating between .87-.89 all week, healthy growth today needs more consolidation before takeoff",Monetary,quote,.87
98550915,6488,"$SYN been consolidating between .87-.89 all week, healthy growth today needs more consolidation before takeoff",Monetary,quote,.89
97759110,5104,$PCG Target at 57.60 reached. Expect short term bounce to 61.20. long term    target now at 47.50 (and 0.00),Monetary,forecast,47.50
97759110,5104,$PCG Target at 57.60 reached. Expect short term bounce to 61.20. long term    target now at 47.50 (and 0.00),Monetary,forecast,0.00
102730819,2133,$MGW.V {C&amp;H} Setup &amp; Breakout in this marijuana stock. $.65 triggers next long.Stop@$.52 $WEED.CA,Monetary,stop loss,.52
104676360,3147,"$GROW and $PRELF work similar ways. When one is green and the other is red, it needs to adjust. PRELF is up 20% and about to explode $ETH.X",Percentage,relative,20
104470959,619,"$SLV $GLD Not 1 good new weekly silver sale at any of 4 major online dealers, this morning. Implies last week&#39;s dip brought in new buyers",Quantity,Quantity,1
104470959,619,"$SLV $GLD Not 1 good new weekly silver sale at any of 4 major online dealers, this morning. Implies last week&#39;s dip brought in new buyers",Quantity,Quantity,4
100865957,4404,"$OHGI $CALI $ANTH 

so far top 3 at this hour! Keep watch on these.",Quantity,Quantity,3
102141207,6380,"$TRXC Answer: Just hold. When FDA approved, price more than 2x n just 1-2 days. With the right news, significant price jumps possible. Hold",Temporal,date,1
102141207,6380,"$TRXC Answer: Just hold. When FDA approved, price more than 2x n just 1-2 days. With the right news, significant price jumps possible. Hold",Temporal,date,2
103570558,9203,$AVEO you only win or lose when you sell your position. Remember that. Price movement before phase 3 data should be irrelevant to you. Relax,Product Number,Product Number,3
102746394,5099,Looking to buy $OLN on a dip. Sold Dec 15th $35 put for $0.40. 74% chance out of 100% profit. #OLN,Option,exercise price,35
102746394,5099,Looking to buy $OLN on a dip. Sold Dec 15th $35 put for $0.40. 74% chance out of 100% profit. #OLN,Percentage,absolute,74
102746394,5099,Looking to buy $OLN on a dip. Sold Dec 15th $35 put for $0.40. 74% chance out of 100% profit. #OLN,Percentage,absolute,100
101892497,2171,OK Traders we had good fun this week....will sell $JNUG 17.75-19.00 next few weeks....Long $DRIP YESSS ......Audios Amigos,Monetary,sell price,17.75
101892497,2171,OK Traders we had good fun this week....will sell $JNUG 17.75-19.00 next few weeks....Long $DRIP YESSS ......Audios Amigos,Monetary,sell price,19.00
98867027,3099,$SGYP Breaking News! $SGYP Gains FDA Approval to make and sell bags to 100&#39;s of shareholders.,Quantity,Quantity,100
100284294,7207,"Advanced Micro Devices case study: $AMD
Advanced Micro Devices, Inc. (AMD) jumped 6% on 11/06/17: This is why
https://firstoinvest.com/amd-case-study-2/",Percentage,relative,6
100284294,7207,"Advanced Micro Devices case study: $AMD
Advanced Micro Devices, Inc. (AMD) jumped 6% on 11/06/17: This is why
https://firstoinvest.com/amd-case-study-2/",Temporal,date,11
100284294,7207,"Advanced Micro Devices case study: $AMD
Advanced Micro Devices, Inc. (AMD) jumped 6% on 11/06/17: This is why
https://firstoinvest.com/amd-case-study-2/",Temporal,date,06
100284294,7207,"Advanced Micro Devices case study: $AMD
Advanced Micro Devices, Inc. (AMD) jumped 6% on 11/06/17: This is why
https://firstoinvest.com/amd-case-study-2/",Temporal,date,17
102303177,7395,$FOLD Once the NDA is signed supposedly by Q4 2017 approval will take 6 months with no further studies required https://www.forbes.com/sites/matthewherper/2017/07/11/fda-reverses-decision-allowing-amicus-to-file-for-rare-disease-drug/#72b35f5c299b,Temporal,date,4
102303177,7395,$FOLD Once the NDA is signed supposedly by Q4 2017 approval will take 6 months with no further studies required https://www.forbes.com/sites/matthewherper/2017/07/11/fda-reverses-decision-allowing-amicus-to-file-for-rare-disease-drug/#72b35f5c299b,Temporal,date,2017
102303177,7395,$FOLD Once the NDA is signed supposedly by Q4 2017 approval will take 6 months with no further studies required https://www.forbes.com/sites/matthewherper/2017/07/11/fda-reverses-decision-allowing-amicus-to-file-for-rare-disease-drug/#72b35f5c299b,Temporal,date,6
104640127,6827,$UGAZ 6.15 was support 3 down from daily pivot per chart posted minutes ago... looks bad for bulls... real real bad... burr winter coming..,Monetary,support or resistance,6.15
104640127,6827,$UGAZ 6.15 was support 3 down from daily pivot per chart posted minutes ago... looks bad for bulls... real real bad... burr winter coming..,Quantity,Quantity,3
101774898,9043,"$TSLA Yeah, I&#39;m gonna need you to go ahead and step down as CEO by 2020, mkay??? great...",Temporal,date,2020
104545883,942,$JNUG $GLD  $SLV no reason to sell. Looks like $GLD has support at 115-116 &amp; spot price won&#39;t go below 1190 if it does go lower,Monetary,support or resistance,115
104545883,942,$JNUG $GLD  $SLV no reason to sell. Looks like $GLD has support at 115-116 &amp; spot price won&#39;t go below 1190 if it does go lower,Monetary,support or resistance,116
103432518,1426,$SPY $QQQ Great read - Boyar Value Group&#39;s 3Q17 Letter -stay away from FAANG stocks - https://investoralmanac.com/2017/11/02/boyar-value-group-3q17-stay-clear-of-faang/,Temporal,date,3
103432518,1426,$SPY $QQQ Great read - Boyar Value Group&#39;s 3Q17 Letter -stay away from FAANG stocks - https://investoralmanac.com/2017/11/02/boyar-value-group-3q17-stay-clear-of-faang/,Temporal,date,17
102852278,615,$ROKU cam anyone find shares to short?  I&#39;ve had a 29 put on this for the past 3 weeks.  Let&#39;s hope it crashes.  Frickkkkkk $ROKU.,Temporal,date,3
101522085,136,$NDX $QQQ $NQ_F $ES_F $SQQQ Plan to short the NQ pop at open today. 6236 &amp; 6195 targets below.,Monetary,forecast,6195
98518952,8552,$BIOA don&#39;t short if your gonna join back in later makes no sense just stick with it it will pop by nov 2nd just hold is it that hard,Temporal,date,2
97854855,4773,"$FFTY now makes up 30% of my portfolio.  Cashed in my $SCHD, $BABA and $CCL to do so.  Quite the gem.",Percentage,relative,30
99952755,3908,$CYH $OCLR Every time it goes down by few points I&#39;m buying 100 shares. I&#39;m afraid I will end up being their largest shareholder lol,Quantity,Quantity,100
105030170,1910,$CVNA Up Again; Luv CVNA! $CARG is up 1.34% today but a sleeping giant with not much attention. betting on $35 coming soon on CARG ;),Percentage,relative,1.34
102182707,83,"told you $TWTR new high my target 21.50$ $fb 180$ coming..calls paying us fat,lots of winners &gt;&gt;",Monetary,forecast,21.50
102182707,83,"told you $TWTR new high my target 21.50$ $fb 180$ coming..calls paying us fat,lots of winners &gt;&gt;",Monetary,forecast,180
100688580,8657,"$HMNY Indiewire is a solid post, 14M hits a month to that site. Reputable!",Monetary,money,14
103632541,3270,$PBL.CA Hardly any watchers even though it is one of the best performers on the $TSX.CA 2017. Beauty chart.,Temporal,date,2017.
100460895,8731,"$VRX Options implied a 16% move I believe, that&#39;s probably why we are stationary now...",Percentage,relative,16
103202480,8512,$TXMD Close over 6.40. Loving the short squeeze. Amazing science behind the upcoming products. Only fools will bet against this long term.,Monetary,quote,6.40
104636607,7169,$AMAT Up 60 percent for the year. Fundamentals and guidance are tremendous going into 2018. CEO is on top of his game. 75 down the road,Percentage,relative,60
104636607,7169,$AMAT Up 60 percent for the year. Fundamentals and guidance are tremendous going into 2018. CEO is on top of his game. 75 down the road,Temporal,date,2018.
104504861,7094,"$VSAR It looks like she wants to hold the 50 ma, good sign. The next day or 2 will be critical, seems like a stall and some indecision here.",Indicator,Indicator,50
101094704,5833,"$LODE just tried selling 3k at .59 and didn&#39;t get filled so must be a sign to hold.. canceled order
(In at .50)",Quantity,Quantity,3
103604521,35,"25 breakouts: $CCJ (200-day MA and gap), $FHN, $URA. Seven sub-$1 and six $1-2. Penny stocks becoming a problem in the breakout scan.",Quantity,Quantity,25
103604521,35,"25 breakouts: $CCJ (200-day MA and gap), $FHN, $URA. Seven sub-$1 and six $1-2. Penny stocks becoming a problem in the breakout scan.",Indicator,Indicator,200
101495341,5086,$RLOG call last week on ST was 400% 39 cents to 1.93 max so almost makes 150% look small. Follow now for more!,Monetary,quote,39
101495341,5086,$RLOG call last week on ST was 400% 39 cents to 1.93 max so almost makes 150% look small. Follow now for more!,Monetary,quote,1.93
102514814,5192,"$MARA $8/share implies a market cap of $71,600,000.00. SEVENTY ONE MILLION for a company barely doing $170,000. in quarterly revenues. DUMB!",Monetary,quote,8
102514814,5192,"$MARA $8/share implies a market cap of $71,600,000.00. SEVENTY ONE MILLION for a company barely doing $170,000. in quarterly revenues. DUMB!",Monetary,money,"71,600,000.00"
102514814,5192,"$MARA $8/share implies a market cap of $71,600,000.00. SEVENTY ONE MILLION for a company barely doing $170,000. in quarterly revenues. DUMB!",Monetary,money,"170,000."
102900767,1160,"32 breakouts: $RETL, $RDVY, $SCHV, $TCF (gap), $TECD (gap and base), $THO (gap), $EZM. Five sub-$1, seven $1-2. Penny stocks still a problem",Quantity,Quantity,32
103483772,4600,$SPY $DIA President suggests you sue ABC if you lost millions of dollars when markets go down less than 1% for a day,Percentage,relative,1
102709512,1417,$SQ down 13% on the day $zagg scissor top at 22.10 down 3% still has a lot of room to fall,Percentage,relative,13
102709512,1417,$SQ down 13% on the day $zagg scissor top at 22.10 down 3% still has a lot of room to fall,Monetary,quote,22.10
102709512,1417,$SQ down 13% on the day $zagg scissor top at 22.10 down 3% still has a lot of room to fall,Percentage,relative,3
100772071,5286,"$TCS loss 2 cents a share ,last time made 7 cents a share,when is sec going to crack down on the bullshit reporting of non gaap",Monetary,money,2
100772071,5286,"$TCS loss 2 cents a share ,last time made 7 cents a share,when is sec going to crack down on the bullshit reporting of non gaap",Monetary,money,7
104237988,4390,$GOGO week view - sitting and bounced off its 10WMA. Strong bullish signal. #GOGO #stocks #QQQ $QQQ,Indicator,Indicator,10
104027730,6212,"@Prodigious_777 $bioa 156 million total assets, 21 million market cap lol...I&#39;ve never been calmer to a 10% drop haha.",Monetary,money,156
104027730,6212,"@Prodigious_777 $bioa 156 million total assets, 21 million market cap lol...I&#39;ve never been calmer to a 10% drop haha.",Monetary,money,21
104027730,6212,"@Prodigious_777 $bioa 156 million total assets, 21 million market cap lol...I&#39;ve never been calmer to a 10% drop haha.",Percentage,relative,10
97079067,7543,"$VCEL All day everyone is like &quot;stay long&quot; and &quot;buying more&quot; and &quot;bears are stupid&quot; but here I am, long and down 7.5% more than yesterday.",Percentage,relative,7.5
101820973,144,$OTIC I used to think that my loads of $OTIC shares at average price of 3.95$ was high but not anymore :) $OTIC will destroy 20$ barrier!!,Monetary,buy price,3.95
103171327,3501,$mu $tsla zero bounces on one of the most bullish days of the year. Every sector is up over 1%.,Percentage,relative,1
104102123,9988,"$DOL.CA TD locked me out yesterday because they didn&#39;t want me snatching up 20 cheap shares, I&#39;m convinced of this! lol",Quantity,Quantity,20
75493352,8095,"$CHK good news in next quarter should have asset write ups, as rolling front 12 month averages rise. Possible profit on top and bottom line",Temporal,date,12
63542436,692,"$SLTD solar stocks on the move $RSGE $ASTI up 81% in 2 days. 

Clay trader video chart: https://claytrader.com/stock_chart/ASTI/?utm_source=social&amp;utm_medium=ihub&amp;utm_campaign=chart",Percentage,relative,81
